delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,completion_missing_flag,actual_duration_hours,temporal_anomaly_flag,promised_window_hours,service_type,priority_level,pickup_zone,dropoff_zone,order_value,delay_hours,is_late
DL00129,O00425,D030,V078,H08,2024-11-27 08:41:00,2024-11-27 12:07:10.344970,OnTime,21.27,3,0,5.0,11.59,0,3.436206936111111,0,4,Passenger,High,Airport,East,78.8,0.0,0
DL00130,O00400,D113,V042,H03,2025-06-20 08:41:00,2025-06-20 12:30:11.038552,OnTime,17.1,0,0,3.87,13.53,0,3.819732931111111,0,6,Retail,High,North,East,145.15,0.0,0
DL00131,O00890,D037,V096,H07,2025-07-05 10:26:00,2025-07-06 08:48:04.879458,OnTime,16.59,0,0,4.33,3.25,0,22.368022071666665,0,24,Retail,High,Central,East,88.41,0.0,0
DL00132,O00688,D058,V061,H03,2024-04-25 08:29:00,2024-04-25 16:02:10.123558,OnTime,19.79,0,0,4.62,5.66,0,7.552812099444444,0,6,Passenger,High,North,West,38.09,1.552812099444444,1
DL00133,O00761,D083,V070,H03,2025-08-12 05:33:00,2025-08-12 17:33:17.788692,OnTime,17.73,1,0,3.29,10.88,0,12.004941303333334,0,12,Passenger,Low,North,East,109.93,0.0049413033333340906,1
DL00134,O00334,D135,V071,H03,2024-05-23 12:01:00,2024-05-23 14:46:57.080638,OnTime,13.27,0,0,3.88,7.63,0,2.7658557327777777,0,4,Parcel,High,Riverside,South,62.54,0.0,0
DL00135,O00225,D069,V075,H03,2025-07-28 04:31:00,2025-07-29 01:14:21.599308,Failed,10.34,2,0,3.6,9.3,0,20.722666474444445,0,1,Retail,Medium,Riverside,Riverside,25.8,19.722666474444445,1
DL00136,O00527,D032,V106,H06,2024-04-05 06:41:00,2024-04-05 11:08:14.223396,OnTime,4.06,1,0,4.45,5.7,0,4.453950943333333,0,6,Parcel,Medium,South,Airport,65.29,0.0,0
DL00137,O01216,D053,V109,H07,2025-08-28 20:12:00,2025-08-29 00:36:58.972872,Delayed,13.46,2,0,2.72,11.11,0,4.416381353333334,0,6,Passenger,Low,West,Airport,37.65,0.0,0
DL00138,O00705,D019,V071,H04,2025-09-09 22:58:00,2025-09-10 05:00:03.368430,OnTime,11.23,2,0,4.75,15.22,0,6.034269008333333,0,6,Parcel,High,North,Riverside,118.52,0.03426900833333324,1
DL00139,O01215,D140,V084,H05,2025-08-05 03:23:00,2025-08-05 12:37:39.102460,OnTime,12.23,0,0,3.57,13.59,0,9.244195127777779,0,12,Business,Medium,North,Airport,205.06,0.0,0
DL00140,O00656,D079,V050,H06,2025-01-08 00:27:00,2025-01-08 08:59:38.123736,Delayed,15.69,0,1,2.23,11.96,0,8.54392326,0,6,Parcel,High,West,North,82.24,2.5439232599999997,1
DL00141,O00021,D166,V094,H04,2024-10-16 12:41:00,2024-10-16 12:59:34.243920,OnTime,10.45,1,0,4.77,7.89,0,0.30951219999999996,0,2,Passenger,Medium,West,North,49.99,0.0,0
DL00142,O00612,D158,V016,H08,2025-05-19 20:32:00,2025-05-20 00:33:51.964249,OnTime,4.04,2,0,3.27,15.78,0,4.031101180277778,0,4,Retail,Critical,West,East,60.06,0.031101180277778084,1
DL00143,O00757,D026,V051,H04,2025-02-22 08:56:00,2025-02-23 01:28:41.984786,Delayed,22.37,0,0,3.64,19.33,0,16.54499577388889,0,12,Passenger,Medium,East,South,81.59,4.544995773888889,1
DL00144,O00170,D016,V016,H06,2024-06-24 09:02:00,2024-06-24 11:42:51.153127,OnTime,25.98,4,0,4.84,27.38,0,2.680875868611111,0,4,Business,High,Airport,Airport,58.3,0.0,0
DL00145,O00668,D155,V081,H06,2025-07-11 00:42:00,2025-07-11 05:33:45.592088,OnTime,29.37,2,0,3.95,18.72,0,4.862664468888889,0,6,Parcel,Medium,Airport,North,135.89,0.0,0
DL00146,O00058,D052,V094,H03,2025-12-16 06:56:00,2025-12-16 09:52:51.274465,OnTime,22.04,0,0,4.37,6.16,0,2.947576240277778,0,2,Passenger,Critical,South,East,51.95,0.9475762402777779,1
DL00147,O01116,D123,V017,H06,2024-11-13 14:46:00,2024-11-13 19:29:47.090691,OnTime,1.21,1,0,4.08,14.96,0,4.729747414166667,0,6,Medical,Medium,East,West,61.33,0.0,0
DL00148,O00817,D087,V120,H05,2025-12-31 09:02:00,2025-12-31 11:10:07.314150,OnTime,16.75,1,0,4.04,15.84,0,2.1353650416666667,0,2,Retail,Low,North,South,208.48,0.13536504166666674,1
DL00149,O00789,D024,V099,H08,2024-12-11 13:03:00,2024-12-11 17:56:25.028097,OnTime,5.74,2,0,3.83,3.72,0,4.8902855825,0,6,Business,High,Central,Riverside,163.0,0.0,0
DL00150,O01164,D083,V042,H07,2025-06-09 18:46:00,2025-06-10 07:04:10.945640,Delayed,10.43,0,0,2.83,10.61,0,12.303040455555555,0,4,Parcel,High,Riverside,West,197.5,8.303040455555555,1
DL00151,O00376,D131,V048,H03,2025-01-21 09:34:00,2025-01-21 19:14:52.380038,OnTime,12.77,1,0,4.77,10.12,0,9.681216677222222,0,12,Passenger,Critical,North,West,33.38,0.0,0
DL00152,O00146,D121,V047,H01,2025-10-10 01:22:00,2025-10-10 13:11:11.345292,OnTime,3.02,0,0,4.71,8.34,0,11.819818136666667,0,12,Passenger,Medium,East,South,14.05,0.0,0
DL00153,O00893,D115,V007,H01,2024-08-05 08:55:00,2024-08-06 02:10:16.054319,Failed,12.85,1,0,3.96,15.21,0,17.254459533055556,0,2,Business,High,South,South,33.29,15.254459533055556,1
DL00154,O00071,D018,V110,H08,2024-09-01 00:47:00,2024-09-01 02:07:26.317027,Failed,7.04,1,0,4.2,5.23,0,1.340643618611111,0,1,Medical,Low,North,South,157.58,0.34064361861111103,1
DL00155,O00061,D048,V052,H02,2024-07-12 03:31:00,2024-07-12 08:43:58.748726,OnTime,24.74,1,0,4.46,18.46,0,5.216319090555556,0,6,Passenger,High,Airport,North,238.9,0.0,0
DL00156,O01086,D100,V085,H08,2024-03-05 21:40:00,2024-03-06 10:03:18.736184,Delayed,31.74,2,0,2.18,17.62,0,12.38853782888889,0,4,Passenger,Low,Airport,South,140.6,8.38853782888889,1
DL00157,O01089,D144,V040,H06,2025-05-18 05:27:00,2025-05-18 08:03:36.606151,OnTime,12.43,2,0,5.0,13.52,0,2.6101683752777776,0,2,Retail,Low,Riverside,North,7.74,0.6101683752777776,1
DL00158,O00643,D031,V072,H08,2025-04-10 19:05:00,2025-04-11 00:26:34.021654,Delayed,29.34,3,0,3.8,15.45,0,5.359450459444444,0,1,Parcel,Low,Airport,Riverside,181.69,4.359450459444444,1
DL00159,O00213,D120,V020,H05,2024-12-05 20:07:00,2024-12-06 08:13:18.738888,OnTime,11.73,0,0,5.0,21.25,0,12.105205246666667,0,12,Parcel,Low,West,Riverside,161.85,0.10520524666666731,1
DL00160,O00874,D108,V085,H04,2024-06-15 16:06:00,2024-06-15 21:00:31.761224,OnTime,16.67,1,0,5.0,9.13,0,4.908822562222222,0,6,Parcel,High,East,West,246.43,0.0,0
DL00161,O00624,D055,V098,H01,2025-04-13 04:37:00,2025-04-14 05:10:40.320423,OnTime,16.98,0,0,4.28,11.8,0,24.5612001175,0,24,Passenger,Medium,West,Central,25.82,0.5612001175000003,1
DL00162,O00854,D122,V071,H02,2024-09-01 04:30:00,2024-09-01 10:10:41.965568,OnTime,25.94,0,0,4.84,11.4,0,5.678323768888888,0,4,Parcel,Low,Airport,Airport,90.75,1.6783237688888883,1
DL00163,O01007,D121,V056,H07,2024-09-24 08:50:00,2024-09-25 09:30:25.927484,Delayed,9.31,0,0,2.51,8.76,0,24.673868745555556,0,12,Medical,Medium,Riverside,Riverside,46.92,12.673868745555556,1
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30.898358,OnTime,17.31,0,0,3.9,17.53,0,3.175249543888889,0,4,Passenger,Low,South,East,237.58,0.0,0
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2025-07-14 04:22:13.713354,Delayed,8.64,0,1,4.55,2.5,0,10.270475931666667,0,2,Retail,Medium,North,Riverside,126.8,8.270475931666667,1
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28.099016,Failed,24.07,0,0,2.08,13.51,0,14.42447194888889,0,4,Passenger,Low,Airport,Airport,95.34,10.42447194888889,1
DL00167,O00932,D116,V069,H08,2024-10-01 07:37:00,2024-10-01 19:14:50.088103,Failed,19.44,0,0,2.56,13.3,0,11.630580028611112,0,2,Parcel,Medium,Airport,West,51.33,9.630580028611112,1
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,2024-05-27 03:28:20.235783,Delayed,30.51,2,0,4.3,18.34,0,17.988954384166664,0,12,Parcel,Medium,Airport,South,55.22,5.988954384166664,1
DL00169,O00996,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10.119404,OnTime,10.5,2,0,4.08,10.38,0,0.2861442788888889,0,4,Passenger,High,Central,East,52.53,0.0,0
DL00170,O00363,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,OnTime,10.59,0,0,4.07,10.74,0,1.7293965022222222,0,4,Passenger,High,Riverside,South,35.91,0.0,0
DL00171,O01055,D096,V085,H07,2025-08-13 19:47:00,2025-08-13 23:52:05.486628,OnTime,23.42,1,0,4.35,13.6,0,4.084857396666667,0,6,Parcel,Medium,North,South,33.59,0.0,0
DL00172,O00127,D132,V106,H06,2025-11-08 04:29:00,2025-11-08 16:24:08.173876,Delayed,13.58,2,1,4.36,11.2,0,11.918937187777779,0,2,Parcel,Medium,East,North,171.31,9.918937187777779,1
DL00173,O00459,D131,V026,H08,2025-11-28 08:52:00,2025-11-29 15:17:47.295669,Delayed,15.37,0,0,3.88,6.1,0,30.4298043525,0,24,Retail,Low,South,South,203.99,6.4298043525,1
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,2025-12-14 14:45:39.043652,OnTime,9.9,2,0,4.18,9.86,0,10.41084545888889,0,12,Business,Medium,South,Central,139.13,0.0,0
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,2025-04-18 00:57:45.636508,OnTime,15.62,1,0,3.93,9.26,0,3.296010141111111,0,6,Retail,Medium,South,Riverside,89.45,0.0,0
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2024-02-23 13:20:44.267798,OnTime,16.02,0,0,4.36,16.67,0,4.828963277222223,0,6,Passenger,Low,Riverside,Riverside,68.78,0.0,0
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32.627966,OnTime,8.31,0,0,4.85,9.58,0,21.39239665722222,0,24,Parcel,Low,South,Central,211.8,0.0,0
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2025-09-22 22:06:17.558019,Failed,13.01,2,1,3.36,6.79,0,9.338210560833332,0,4,Parcel,Medium,West,North,57.89,5.338210560833332,1
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,2024-05-20 19:35:01.117107,Delayed,9.15,1,0,2.32,12.14,0,15.466976974166666,0,6,Parcel,Critical,East,North,55.91,9.466976974166666,1
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2025-03-15 06:15:52.917076,OnTime,19.65,0,0,4.25,14.94,0,10.64803252111111,0,12,Parcel,High,East,South,81.5,0.0,0
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,2024-08-25 23:58:42.961492,OnTime,12.74,1,0,5.0,14.37,0,0.19526708111111113,0,2,Retail,Low,Riverside,Riverside,31.33,0.0,0
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,2024-07-13 18:46:16.627804,OnTime,7.62,0,0,4.64,14.41,0,0.6712855011111112,0,2,Business,Critical,North,West,153.48,0.0,0
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2024-09-06 12:08:53.674289,OnTime,15.14,0,0,4.23,13.23,0,4.714909524722222,0,4,Passenger,High,Riverside,West,79.62,0.7149095247222217,1
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,2025-05-03 02:37:43.403054,Failed,13.78,0,0,2.96,13.86,0,30.928723070555556,0,12,Business,High,Riverside,South,127.67,18.928723070555556,1
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,2024-01-26 11:26:56.498085,OnTime,15.39,3,0,4.76,13.61,0,11.232360579166667,0,12,Passenger,High,Central,South,121.06,0.0,0
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2024-01-14 07:07:14.801241,OnTime,14.26,1,0,4.91,4.79,0,2.7374447891666662,0,4,Retail,Low,South,North,55.01,0.0,0
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27.866312,Failed,17.61,1,0,1.53,16.92,0,17.157740642222223,0,1,Medical,High,North,Central,53.87,16.157740642222223,1
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27.436648,OnTime,5.37,0,0,5.0,5.73,0,9.857621291111112,0,12,Passenger,Low,South,North,76.04,0.0,0
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23.067031,Failed,14.51,1,0,2.43,12.83,0,6.523074175277777,0,2,Medical,High,Central,North,95.27,4.523074175277777,1
DL00190,O00875,D039,V003,H07,2025-10-31 23:21:00,2025-11-01 08:44:27.167343,OnTime,2.25,0,0,4.79,7.74,0,9.3908798175,0,12,Business,High,North,East,64.89,0.0,0
DL00191,O00755,D161,V006,H08,2025-08-21 05:02:00,2025-08-21 12:04:57.236329,OnTime,13.55,0,0,3.48,21.6,0,7.049232313611111,0,6,Passenger,High,South,South,25.11,1.0492323136111112,1
DL00192,O00118,D095,V112,H04,2025-08-18 22:16:00,2025-08-19 03:23:10.590397,OnTime,14.13,0,0,4.64,16.49,0,5.119608443611111,0,6,Retail,Medium,South,South,74.68,0.0,0
DL00193,O00032,D017,V013,H08,2025-09-16 00:28:00,2025-09-15 23:38:00.000000,OnTime,14.01,4,0,3.54,9.08,0,-0.8333333333333334,1,1,Passenger,Medium,Central,East,126.43,0.0,0
DL00194,O00422,D053,V110,H01,2025-08-07 09:57:00,2025-08-07 22:44:40.533037,Delayed,8.77,2,0,2.58,9.97,0,12.794592510277779,0,6,Passenger,Medium,Central,West,15.05,6.794592510277779,1
DL00195,O00462,D162,V028,H06,2025-03-03 20:56:00,2025-03-04 07:39:20.158477,Delayed,13.0,1,0,1.04,10.71,0,10.722266243611111,0,6,Parcel,Medium,Riverside,East,55.77,4.722266243611111,1
DL00196,O00469,D111,V009,H08,2024-09-19 00:27:00,2024-09-19 00:29:59.873621,OnTime,13.83,1,0,3.85,12.41,0,0.04996489472222223,0,4,Parcel,Low,East,East,92.55,0.0,0
DL00197,O00478,D163,V053,H02,2025-04-21 00:07:00,2025-04-21 01:03:50.907972,OnTime,11.17,0,0,5.0,2.84,0,0.9474744366666666,0,2,Medical,Critical,West,South,160.09,0.0,0
DL00198,O00465,D156,V111,H04,2024-12-08 07:33:00,2024-12-08 12:46:07.626495,Delayed,8.01,0,0,3.38,10.98,0,5.2187851375,0,2,Medical,Low,East,North,20.53,3.2187851375000003,1
DL00199,O00821,D086,V088,H05,2025-01-25 03:15:00,2025-01-25 08:28:34.398516,OnTime,24.31,1,0,4.36,18.49,0,5.22622181,0,6,Parcel,Medium,Central,South,78.86,0.0,0
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14.767186,OnTime,31.46,2,0,4.38,16.38,0,0.7874353294444445,0,2,Retail,Critical,Airport,Riverside,59.17,0.0,0
DL00201,O00008,D036,V041,H03,2024-04-03 20:22:00,2024-04-03 20:46:56.611810,OnTime,14.08,0,0,5.0,12.87,0,0.4157255027777778,0,4,Parcel,Medium,Riverside,Riverside,35.06,0.0,0
DL00202,O01057,D028,V054,H06,2025-03-23 12:38:00,2025-03-23 18:02:58.624138,Delayed,19.31,2,0,3.67,17.41,0,5.416284482777778,0,4,Passenger,Medium,Airport,North,50.3,1.4162844827777779,1
DL00203,O00901,D107,V086,H08,2025-12-08 09:18:00,2025-12-08 16:36:10.578825,Delayed,9.36,2,0,4.52,7.69,0,7.3029385625000005,0,2,Retail,Critical,Central,Airport,136.84,5.3029385625000005,1
DL00204,O00025,D108,V062,H08,2025-01-10 22:15:00,2025-01-11 05:19:27.680020,OnTime,11.32,1,0,4.64,15.67,0,7.074355561111111,0,6,Passenger,Critical,North,Riverside,66.51,1.074355561111111,1
DL00205,O00375,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,OnTime,7.16,3,0,4.17,12.58,0,2.7928970591666666,0,4,Medical,High,Central,East,150.39,0.0,0
DL00206,O00634,D045,V107,H02,2024-07-07 14:19:00,2024-07-07 17:45:48.033486,OnTime,17.47,1,0,4.49,15.56,0,3.4466759683333335,0,4,Parcel,Medium,East,South,171.58,0.0,0
DL00207,O01035,D121,V114,H04,2024-03-17 00:24:00,2024-03-17 06:31:20.483060,OnTime,18.52,1,0,4.4,11.28,0,6.122356405555555,0,6,Business,Low,East,Riverside,54.57,0.12235640555555527,1
DL00208,O00964,D087,V018,H01,2024-04-13 03:27:00,2024-04-13 22:30:31.511760,Failed,21.73,0,1,3.09,13.36,0,19.058753266666663,0,2,Retail,High,Central,South,178.23,17.058753266666663,1
DL00209,O01154,D057,V107,H06,2024-09-05 16:29:00,,OnTime,11.22,1,0,4.31,13.88,1,,0,12,Medical,Low,South,South,25.19,0.0,0
DL00210,O01191,D142,V016,H02,2024-02-19 19:24:00,2024-02-19 23:40:57.531907,Delayed,16.24,3,0,3.43,13.43,0,4.282647751944444,0,2,Business,Low,East,North,91.82,2.2826477519444444,1
DL00211,O01017,D102,V006,H08,2025-12-30 15:47:00,2025-12-30 19:01:17.386185,OnTime,12.39,1,0,4.57,13.18,0,3.2381628291666664,0,6,Retail,High,Central,West,30.84,0.0,0
DL00212,O01105,D142,V041,H01,2025-06-18 18:46:00,2025-06-19 18:15:30.156582,Delayed,13.85,1,1,4.29,11.45,0,23.491710161666667,0,12,Business,Medium,East,West,13.4,11.491710161666667,1
DL00213,O00807,D025,V073,H02,2025-10-16 07:59:00,2025-10-16 10:10:20.184358,OnTime,8.57,0,0,4.33,10.42,0,2.1889400994444443,0,4,Parcel,Medium,South,Riverside,155.63,0.0,0
DL00214,O00552,D096,V010,H04,2025-11-09 03:20:00,2025-11-09 06:33:06.774900,OnTime,6.09,0,0,3.02,7.3,0,3.2185485833333334,0,4,Passenger,Low,Riverside,South,76.7,0.0,0
DL00215,O01042,D100,V102,H06,2024-08-26 13:15:00,2024-08-27 08:07:20.123858,Delayed,22.0,1,0,4.79,19.64,0,18.872256627222225,0,12,Passenger,Low,Airport,East,54.55,6.8722566272222245,1
DL00216,O00167,D146,V019,H07,2024-04-27 21:19:00,2024-04-28 19:51:43.999646,OnTime,30.01,0,0,3.37,18.54,0,22.54555545722222,0,24,Medical,Medium,East,East,24.78,0.0,0
DL00217,O01194,D020,V030,H01,2024-08-08 01:50:00,2024-08-08 01:09:07.153624,OnTime,22.61,1,0,4.41,12.17,0,-0.6813462155555555,1,2,Passenger,Medium,South,Airport,88.17,0.0,0
DL00218,O00136,D149,V010,H03,2024-11-27 17:12:00,2024-11-27 22:54:50.864773,Delayed,3.51,1,0,3.27,4.15,0,5.7141291036111115,0,1,Medical,High,North,South,20.82,4.7141291036111115,1
DL00219,O00513,D087,V118,H07,2024-08-07 05:33:00,2024-08-07 09:00:38.553343,OnTime,14.41,1,0,4.59,12.65,0,3.4607092619444444,0,4,Passenger,High,West,South,111.28,0.0,0
DL00220,O00859,D079,V107,H08,2024-03-21 03:17:00,2024-03-21 07:59:50.954517,OnTime,33.71,4,0,5.0,13.79,0,4.7141540325,0,6,Retail,Low,Airport,Central,83.53,0.0,0
DL00221,O00594,D151,V092,H02,2024-03-11 21:43:00,2024-03-11 22:58:44.220273,OnTime,12.09,3,0,3.25,11.03,0,1.2622834091666666,0,4,Retail,Medium,Central,East,149.86,0.0,0
DL00222,O01010,D121,V045,H06,2024-05-18 21:01:00,2024-05-18 23:50:57.890175,OnTime,9.72,0,0,5.0,8.53,0,2.8327472708333334,0,6,Business,Low,West,South,55.14,0.0,0
DL00223,O00740,D155,V085,H08,2024-05-22 15:11:00,2024-05-22 20:28:55.835439,Delayed,12.99,0,0,3.19,12.3,0,5.298843177499999,0,4,Medical,Medium,East,East,67.9,1.2988431774999993,1
DL00224,O00960,D034,V040,H07,2025-01-20 03:14:00,2025-01-20 03:27:00.000000,OnTime,11.88,0,0,3.79,14.2,0,0.21666666666666667,0,1,Passenger,Medium,Riverside,North,86.06,0.0,0
DL00225,O00056,D150,V044,H05,2025-10-05 20:44:00,2025-10-06 00:53:02.095072,OnTime,6.21,2,0,3.98,14.94,0,4.150581964444444,0,4,Parcel,High,South,Central,160.35,0.15058196444444416,1
DL00226,O00823,D119,V030,H06,2025-02-05 21:33:00,2025-02-06 09:56:15.951005,Delayed,9.28,0,0,2.17,10.29,0,12.387764168055556,0,12,Passenger,Medium,East,North,122.9,0.3877641680555559,1
DL00227,O01138,D083,V114,H04,2024-02-08 18:51:00,2024-02-08 20:38:03.973692,OnTime,16.490000000000002,2,0,4.65,13.68,0,1.7844371366666665,0,2,Parcel,Medium,Airport,South,41.05,0.0,0
DL00228,O01094,D052,V085,H04,2024-08-22 11:22:00,2024-08-22 10:34:20.985351,OnTime,6.68,2,0,4.05,11.59,0,-0.7941707358333334,1,2,Parcel,Medium,East,Riverside,208.68,0.0,0
DL00229,O00518,D050,V036,H02,2025-12-11 02:26:00,2025-12-11 13:40:02.515856,OnTime,14.89,0,0,3.97,13.89,0,11.234032182222222,0,12,Medical,High,North,East,61.85,0.0,0
DL00230,O00303,D055,V037,H06,2025-07-22 05:41:00,2025-07-23 00:56:58.415169,Failed,14.85,1,0,2.34,13.21,0,19.26622643583333,0,4,Retail,Medium,Central,South,48.67,15.266226435833332,1
DL00231,O00670,D014,V046,H05,2024-03-27 23:40:00,2024-03-28 02:54:39.523324,OnTime,13.07,0,0,4.72,3.86,0,3.2443120344444445,0,4,Retail,High,South,West,128.5,0.0,0
DL00232,O00397,D050,V101,H06,2025-06-18 19:47:00,2025-06-19 09:18:18.249166,OnTime,29.8,1,0,3.71,14.58,0,13.521735879444444,0,12,Parcel,Medium,Airport,South,42.94,1.521735879444444,1
DL00233,O01173,D094,V020,H04,2024-02-08 11:24:00,2024-02-08 17:48:05.084656,OnTime,5.36,0,0,4.5,11.41,0,6.401412404444444,0,6,Passenger,Medium,North,Airport,41.11,0.4014124044444438,1
DL00234,O00340,D056,V028,H01,2025-02-10 03:37:00,2025-02-10 06:18:46.049848,OnTime,13.52,1,0,2.88,6.77,0,2.6961249577777777,0,2,Retail,High,Central,Airport,89.8,0.6961249577777777,1
DL00235,O00507,D022,V109,H05,2025-12-13 06:42:00,2025-12-14 03:05:08.091772,Failed,18.87,0,0,3.68,19.15,0,20.385581047777777,0,4,Parcel,Medium,South,West,62.89,16.385581047777777,1
DL00236,O00013,D163,V009,H07,2024-03-29 22:48:00,2024-03-30 20:39:02.394303,OnTime,20.12,2,0,3.74,17.02,0,21.850665084166664,0,24,Retail,Medium,Airport,Central,302.7,0.0,0
DL00237,O00082,D135,V099,H06,2024-07-30 05:49:00,2024-07-30 15:01:15.776025,OnTime,12.83,1,0,3.62,20.26,0,9.204382229166667,0,12,Retail,Medium,Central,West,36.55,0.0,0
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475033,OnTime,14.2,2,0,4.02,13.01,0,10.233465286944446,0,12,Business,Low,North,West,54.09,0.0,0
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,Delayed,13.6,1,0,3.72,16.0,0,16.121671075277778,0,12,Retail,Medium,North,Riverside,293.65,4.121671075277778,1
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2025-11-07 02:10:49.323911,Failed,38.25,1,0,3.34,21.21,0,10.247034419722223,0,4,Parcel,Medium,Airport,East,145.59,6.2470344197222225,1
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,2024-12-31 04:43:09.844483,OnTime,10.78,0,0,5.0,15.96,0,10.252734578611111,0,12,Medical,Medium,South,East,49.72,0.0,0
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2024-05-26 08:01:37.790962,Delayed,4.26,2,0,1.93,17.11,0,9.177164156111111,0,4,Medical,Low,North,North,66.42,5.177164156111111,1
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2024-06-15 20:11:53.741981,OnTime,14.39,1,0,4.52,10.27,0,23.64826166138889,0,24,Retail,Low,Central,West,53.15,0.0,0
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,2024-07-22 17:48:27.423191,OnTime,6.55,0,0,4.87,10.1,0,22.207617553055552,0,24,Passenger,Medium,South,Riverside,169.63,0.0,0
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,2024-11-16 03:42:19.846988,OnTime,16.57,1,0,4.28,17.58,0,3.205513052222222,0,4,Medical,High,Central,Riverside,142.54,0.0,0
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,2024-02-25 21:51:52.790634,OnTime,20.51,0,0,4.05,12.98,0,20.347997398333334,0,24,Parcel,Medium,West,Riverside,66.39,0.0,0
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,OnTime,11.09,0,0,4.325,5.77,0,5.521324500833333,0,6,Passenger,Low,Riverside,South,83.23,0.0,0
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669312,OnTime,7.06,1,0,5.0,13.65,0,23.52129703111111,0,24,Passenger,High,East,South,260.0,0.0,0
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,2024-07-20 17:43:30.442864,Delayed,15.28,0,1,3.02,15.91,0,7.975123017777778,0,2,Retail,Medium,South,West,68.11,5.975123017777778,1
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,OnTime,6.39,0,0,4.03,7.45,0,1.9243959102777777,0,4,Retail,Medium,West,West,25.58,0.0,0
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,2024-02-11 06:46:03.568269,Failed,14.27,0,0,3.89,16.33,0,14.767657852500001,0,1,Medical,Medium,Riverside,North,27.55,13.767657852500001,1
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,OnTime,11.34,0,0,4.06,10.82,0,4.067925623888889,0,6,Medical,Low,South,North,48.38,0.0,0
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,OnTime,5.12,1,0,4.24,9.16,0,1.439620526111111,0,2,Passenger,Medium,North,South,70.71,0.0,0
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,OnTime,11.34,1,0,4.09,12.33,0,4.868592319166666,0,6,Passenger,High,South,Airport,96.98,0.0,0
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920416,Delayed,28.05,3,0,3.35,18.76,0,10.637200115555556,0,6,Parcel,Low,Airport,East,142.89,4.637200115555556,1
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,Delayed,8.17,1,0,3.16,14.91,0,7.160398839722222,0,4,Passenger,Low,Central,Riverside,65.05,3.1603988397222222,1
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,2024-01-27 12:53:16.844122,Delayed,15.88,1,0,3.54,14.05,0,22.471345589444443,0,12,Business,Low,South,West,77.37,10.471345589444443,1
